Date : 2022/09/24 (SAT)
Time : 09:22:37
         UnWinder        OutFeeder 1        OutFeeder 2  
     X        Y         X        Y         X        Y    
  481.00     5.30    481.00     3.50    481.00     2.60  
  482.00     5.30    482.00     3.50    482.00     2.50  
  483.00     5.30    483.00     3.50    483.00     2.60  
  484.00     5.40    484.00     3.50    484.00     2.70  
  485.00     5.30    485.00     3.40    485.00     2.70  
  486.00     5.30    486.00     3.40    486.00     2.60  
  487.00     5.30    487.00     3.40    487.00     2.60  
  488.00     5.30    488.00     3.40    488.00     2.60  
  489.00     5.30    489.00     3.50    489.00     2.70  
  490.00     5.30    490.00     3.50    490.00     2.70  
  491.00     5.30    491.00     3.50    491.00     2.70  
  492.00     5.30    492.00     3.60    492.00     2.60  
  493.00     5.30    493.00     3.50    493.00     2.60  
  494.00     5.30    494.00     3.50    494.00     2.60  
  495.00     5.30    495.00     3.50    495.00     2.60  
  496.00     5.30    496.00     3.50    496.00     2.60  
  497.00     5.30    497.00     3.50    497.00     2.60  
  498.00     5.30    498.00     3.50    498.00     2.60  
  499.00     5.30    499.00     3.50    499.00     2.60  
  500.00     5.30    500.00     3.50    500.00     2.60  
  501.00     5.30    501.00     3.50    501.00     2.60  
  502.00     5.30    502.00     3.50    502.00     2.60  
  503.00     5.30    503.00     3.50    503.00     2.60  
  504.00     5.30    504.00     3.50    504.00     2.60  
  505.00     5.30    505.00     3.50    505.00     2.60  
  506.00     5.30    506.00     3.50    506.00     2.60  
  507.00     5.30    507.00     3.50    507.00     2.70  
  508.00     5.30    508.00     3.50    508.00     2.60  
  509.00     5.30    509.00     3.50    509.00     2.60  
  510.00     5.30    510.00     3.50    510.00     2.60  
  511.00     5.30    511.00     3.50    511.00     2.60  
  512.00     5.30    512.00     3.50    512.00     2.60  
  513.00     5.30    513.00     3.50    513.00     2.70  
  514.00     5.30    514.00     3.50    514.00     2.60  
  515.00     5.30    515.00     3.50    515.00     2.60  
  516.00     5.30    516.00     3.50    516.00     2.60  
  517.00     5.30    517.00     3.50    517.00     2.60  
  518.00     5.30    518.00     3.40    518.00     2.60  
  519.00     5.30    519.00     3.40    519.00     2.60  
  520.00     5.30    520.00     3.50    520.00     2.60  
  521.00     5.30    521.00     3.40    521.00     2.60  
  522.00     5.30    522.00     3.50    522.00     2.60  
  523.00     5.30    523.00     3.50    523.00     2.60  
  524.00     5.30    524.00     3.50    524.00     2.60  
  525.00     5.30    525.00     3.50    525.00     2.60  
