Date : 2022/09/06 (TUE)
Time : 11:48:40
         UnWinder        OutFeeder 1        OutFeeder 2  
     X        Y         X        Y         X        Y    
  268.00     5.60    268.00     3.60    268.00     3.10  
  269.00     5.60    269.00     3.60    269.00     3.10  
  270.00     5.60    270.00     3.60    270.00     3.10  
  271.00     5.60    271.00     3.60    271.00     3.10  
  272.00     5.60    272.00     3.60    272.00     3.10  
  273.00     5.60    273.00     3.50    273.00     3.10  
  274.00     5.60    274.00     3.60    274.00     3.10  
  275.00     5.60    275.00     3.60    275.00     3.10  
  276.00     5.60    276.00     3.50    276.00     3.10  
  277.00     5.60    277.00     3.50    277.00     3.10  
  278.00     5.60    278.00     3.50    278.00     3.10  
  279.00     5.60    279.00     3.50    279.00     3.10  
  280.00     5.60    280.00     3.60    280.00     3.10  
  281.00     5.60    281.00     3.60    281.00     3.10  
  282.00     5.60    282.00     3.50    282.00     3.10  
  283.00     5.60    283.00     3.50    283.00     3.10  
  284.00     5.60    284.00     3.50    284.00     3.10  
  285.00     5.60    285.00     3.60    285.00     3.10  
  286.00     5.60    286.00     3.60    286.00     3.10  
  287.00     5.60    287.00     3.60    287.00     3.10  
  288.00     5.60    288.00     3.60    288.00     3.10  
  289.00     5.60    289.00     3.50    289.00     3.10  
  290.00     5.60    290.00     3.60    290.00     3.10  
  291.00     5.60    291.00     3.50    291.00     3.10  
  292.00     5.60    292.00     3.60    292.00     3.10  
  293.00     5.60    293.00     3.50    293.00     3.10  
  294.00     5.60    294.00     3.50    294.00     3.10  
  295.00     5.60    295.00     3.60    295.00     3.10  
  296.00     5.60    296.00     3.60    296.00     3.10  
  297.00     5.60    297.00     3.60    297.00     3.10  
  298.00     5.60    298.00     3.60    298.00     3.10  
  299.00     5.60    299.00     3.60    299.00     3.10  
  300.00     5.60    300.00     3.60    300.00     3.10  
  301.00     5.60    301.00     3.50    301.00     3.10  
  302.00     5.60    302.00     3.60    302.00     3.10  
  303.00     5.60    303.00     3.60    303.00     3.10  
  304.00     5.60    304.00     3.50    304.00     3.10  
  305.00     5.60    305.00     3.60    305.00     3.10  
  306.00     5.60    306.00     3.50    306.00     3.10  
  307.00     5.60    307.00     3.60    307.00     3.10  
  308.00     5.60    308.00     3.60    308.00     3.10  
  309.00     5.60    309.00     3.60    309.00     3.10  
  310.00     5.60    310.00     3.50    310.00     3.10  
  311.00     5.60    311.00     3.60    311.00     3.10  
  312.00     5.60    312.00     3.50    312.00     3.20  
  313.00     5.60    313.00     3.60    313.00     3.10  
  314.00     5.60    314.00     3.50    314.00     3.10  
  315.00     5.60    315.00     3.60    315.00     3.20  
  316.00     5.60    316.00     3.50    316.00     3.10  
  317.00     5.60    317.00     3.60    317.00     3.20  
  318.00     5.60    318.00     3.60    318.00     3.00  
  319.00     5.60    319.00     3.60    319.00     3.10  
  320.00     5.60    320.00     3.60    320.00     3.10  
  321.00     5.60    321.00     3.60    321.00     3.10  
  322.00     5.60    322.00     3.60    322.00     3.10  
  323.00     5.60    323.00     3.60    323.00     3.10  
  324.00     5.60    324.00     3.60    324.00     3.10  
  325.00     5.60    325.00     3.60    325.00     3.10  
  326.00     5.60    326.00     3.60    326.00     3.10  
  327.00     5.60    327.00     3.60    327.00     3.10  
  328.00     5.60    328.00     3.60    328.00     3.10  
  329.00     5.60    329.00     3.60    329.00     3.10  
  330.00     5.60    330.00     3.60    330.00     3.10  
  331.00     5.60    331.00     3.60    331.00     3.10  
  332.00     5.60    332.00     3.60    332.00     3.10  
  333.00     5.60    333.00     3.60    333.00     3.10  
  334.00     5.60    334.00     3.60    334.00     3.10  
  335.00     5.60    335.00     3.50    335.00     3.10  
  336.00     5.60    336.00     3.60    336.00     3.10  
  337.00     5.60    337.00     3.60    337.00     3.00  
  338.00     5.60    338.00     3.60    338.00     3.10  
  339.00     5.60    339.00     3.60    339.00     3.10  
  340.00     5.60    340.00     3.60    340.00     3.10  
  341.00     5.60    341.00     3.60    341.00     3.10  
  342.00     5.60    342.00     3.60    342.00     3.10  
  343.00     5.60    343.00     3.60    343.00     3.10  
  344.00     5.60    344.00     3.60    344.00     3.10  
  345.00     5.60    345.00     3.50    345.00     3.10  
  346.00     5.60    346.00     3.60    346.00     3.10  
  347.00     5.60    347.00     3.60    347.00     3.20  
  348.00     5.60    348.00     3.50    348.00     3.10  
  349.00     5.60    349.00     3.60    349.00     3.10  
  350.00     5.60    350.00     3.60    350.00     3.10  
  351.00     5.60    351.00     3.60    351.00     3.10  
  352.00     5.60    352.00     3.60    352.00     3.10  
  353.00     5.60    353.00     3.60    353.00     3.10  
  354.00     5.60    354.00     3.60    354.00     3.10  
  355.00     5.60    355.00     3.60    355.00     3.10  
  356.00     5.60    356.00     3.60    356.00     3.10  
  357.00     5.60    357.00     3.60    357.00     3.10  
  358.00     5.60    358.00     3.60    358.00     3.10  
  359.00     5.60    359.00     3.60    359.00     3.10  
  360.00     5.60    360.00     3.60    360.00     3.20  
  361.00     5.60    361.00     3.60    361.00     3.10  
  362.00     5.60    362.00     3.60    362.00     3.10  
  363.00     5.60    363.00     3.60    363.00     3.20  
  364.00     5.60    364.00     3.50    364.00     3.10  
  365.00     5.60    365.00     3.60    365.00     3.10  
  366.00     5.60    366.00     3.60    366.00     3.10  
  367.00     5.60    367.00     3.50    367.00     3.10  
  368.00     5.60    368.00     3.50    368.00     3.10  
  369.00     5.60    369.00     3.60    369.00     3.10  
  370.00     5.60    370.00     3.60    370.00     3.10  
  371.00     5.60    371.00     3.60    371.00     3.10  
  372.00     5.50    372.00     3.60    372.00     3.10  
  373.00     5.60    373.00     3.60    373.00     3.10  
  374.00     5.60    374.00     3.60    374.00     3.10  
  375.00     5.60    375.00     3.60    375.00     3.10  
  376.00     5.60    376.00     3.60    376.00     3.10  
  377.00     5.60    377.00     3.50    377.00     3.10  
  378.00     5.60    378.00     3.50    378.00     3.10  
  379.00     5.60    379.00     3.60    379.00     3.00  
  380.00     5.60    380.00     3.60    380.00     3.10  
  381.00     5.60    381.00     3.60    381.00     3.10  
  382.00     5.60    382.00     3.60    382.00     3.10  
  383.00     5.60    383.00     3.60    383.00     3.10  
  384.00     5.60    384.00     3.60    384.00     3.10  
  385.00     5.60    385.00     3.60    385.00     3.10  
  386.00     5.60    386.00     3.60    386.00     3.20  
  387.00     5.60    387.00     3.60    387.00     3.10  
  388.00     5.60    388.00     3.60    388.00     3.10  
  389.00     5.60    389.00     3.50    389.00     3.10  
  390.00     5.60    390.00     3.60    390.00     3.10  
  391.00     5.60    391.00     3.50    391.00     3.10  
  392.00     5.60    392.00     3.60    392.00     3.10  
  393.00     5.60    393.00     3.60    393.00     3.10  
  394.00     5.60    394.00     3.60    394.00     3.10  
  395.00     5.60    395.00     3.60    395.00     3.10  
  396.00     5.60    396.00     3.60    396.00     3.10  
  397.00     5.60    397.00     3.60    397.00     3.10  
  398.00     5.60    398.00     3.50    398.00     3.10  
  399.00     5.60    399.00     3.60    399.00     3.10  
  400.00     5.60    400.00     3.60    400.00     3.10  
  401.00     5.60    401.00     3.60    401.00     3.10  
  402.00     5.60    402.00     3.60    402.00     3.10  
  403.00     5.60    403.00     3.60    403.00     3.10  
  404.00     5.60    404.00     3.60    404.00     3.10  
  405.00     5.60    405.00     3.60    405.00     3.10  
  406.00     5.60    406.00     3.50    406.00     3.10  
  407.00     5.60    407.00     3.50    407.00     3.10  
  408.00     5.60    408.00     3.60    408.00     3.10  
  409.00     5.60    409.00     3.50    409.00     3.10  
  410.00     5.60    410.00     3.50    410.00     3.10  
  411.00     5.60    411.00     3.60    411.00     3.10  
  412.00     5.60    412.00     3.60    412.00     3.00  
  413.00     5.60    413.00     3.60    413.00     3.10  
  414.00     5.60    414.00     3.60    414.00     3.10  
  415.00     5.60    415.00     3.60    415.00     3.10  
  416.00     5.60    416.00     3.60    416.00     3.10  
  417.00     5.60    417.00     3.60    417.00     3.10  
  418.00     5.60    418.00     3.60    418.00     3.10  
  419.00     5.60    419.00     3.50    419.00     3.10  
  420.00     5.60    420.00     3.50    420.00     3.10  
  421.00     5.60    421.00     3.60    421.00     3.10  
  422.00     5.60    422.00     3.60    422.00     3.10  
  423.00     5.60    423.00     3.60    423.00     3.10  
  424.00     5.60    424.00     3.60    424.00     3.10  
  425.00     5.60    425.00     3.50    425.00     3.10  
  426.00     5.60    426.00     3.50    426.00     3.10  
  427.00     5.60    427.00     3.60    427.00     3.10  
  428.00     5.60    428.00     3.60    428.00     3.10  
  429.00     5.60    429.00     3.60    429.00     3.10  
  430.00     5.60    430.00     3.60    430.00     3.10  
  431.00     5.60    431.00     3.60    431.00     3.10  
  432.00     5.60    432.00     3.50    432.00     3.10  
  433.00     5.60    433.00     3.60    433.00     3.10  
  434.00     5.60    434.00     3.60    434.00     3.10  
  435.00     5.60    435.00     3.60    435.00     3.10  
  436.00     5.60    436.00     3.60    436.00     3.10  
  437.00     5.60    437.00     3.60    437.00     3.20  
  438.00     5.60    438.00     3.60    438.00     3.10  
  439.00     5.60    439.00     3.60    439.00     3.10  
  440.00     5.60    440.00     3.60    440.00     3.10  
  441.00     5.60    441.00     3.60    441.00     3.10  
  442.00     5.60    442.00     3.60    442.00     3.10  
  443.00     5.60    443.00     3.60    443.00     3.10  
  444.00     5.60    444.00     3.60    444.00     3.10  
  445.00     5.60    445.00     3.60    445.00     3.10  
  446.00     5.60    446.00     3.60    446.00     3.10  
  447.00     5.60    447.00     3.60    447.00     3.10  
  448.00     5.60    448.00     3.60    448.00     3.10  
  449.00     5.60    449.00     3.60    449.00     3.10  
  450.00     5.60    450.00     3.60    450.00     3.10  
  451.00     5.60    451.00     3.60    451.00     3.10  
  452.00     5.60    452.00     3.70    452.00     3.10  
  453.00     5.60    453.00     3.60    453.00     3.20  
  454.00     5.60    454.00     3.60    454.00     3.10  
  455.00     5.60    455.00     3.60    455.00     3.20  
  456.00     5.60    456.00     3.60    456.00     3.10  
  457.00     5.60    457.00     3.60    457.00     3.10  
  458.00     5.60    458.00     3.50    458.00     3.10  
  459.00     5.60    459.00     3.60    459.00     3.10  
  460.00     5.60    460.00     3.60    460.00     3.10  
  461.00     5.60    461.00     3.60    461.00     3.10  
  462.00     5.50    462.00     3.50    462.00     3.10  
  463.00     5.50    463.00     3.50    463.00     3.10  
  464.00     5.50    464.00     3.60    464.00     3.10  
  465.00     5.50    465.00     3.60    465.00     3.10  
  466.00     5.50    466.00     3.60    466.00     3.10  
  467.00     5.60    467.00     3.60    467.00     3.10  
  468.00     5.60    468.00     3.60    468.00     3.10  
  469.00     5.60    469.00     3.60    469.00     3.10  
  470.00     5.50    470.00     3.60    470.00     3.20  
  471.00     5.60    471.00     3.60    471.00     3.10  
  472.00     5.60    472.00     3.60    472.00     3.10  
  473.00     5.50    473.00     3.60    473.00     3.10  
  474.00     5.60    474.00     3.60    474.00     3.10  
  475.00     5.60    475.00     3.60    475.00     3.10  
  476.00     5.50    476.00     3.60    476.00     3.10  
  477.00     5.60    477.00     3.60    477.00     3.10  
  478.00     5.60    478.00     3.60    478.00     3.10  
  479.00     5.50    479.00     3.60    479.00     3.10  
  480.00     5.60    480.00     3.60    480.00     3.10  
  481.00     5.50    481.00     3.60    481.00     3.10  
  482.00     5.60    482.00     3.60    482.00     3.10  
  483.00     5.50    483.00     3.50    483.00     3.10  
  484.00     5.50    484.00     3.60    484.00     3.10  
  485.00     5.50    485.00     3.60    485.00     3.10  
  486.00     5.60    486.00     3.60    486.00     3.10  
  487.00     5.50    487.00     3.60    487.00     3.10  
  488.00     5.60    488.00     3.60    488.00     3.10  
  489.00     5.50    489.00     3.60    489.00     3.20  
  490.00     5.50    490.00     3.60    490.00     3.20  
  491.00     5.50    491.00     3.60    491.00     3.10  
  492.00     5.50    492.00     3.60    492.00     3.10  
  493.00     5.50    493.00     3.60    493.00     3.10  
  494.00     5.60    494.00     3.50    494.00     3.10  
  495.00     5.60    495.00     3.50    495.00     3.10  
  496.00     5.50    496.00     3.50    496.00     3.10  
  497.00     5.60    497.00     3.50    497.00     3.10  
  498.00     5.50    498.00     3.50    498.00     3.10  
  499.00     5.60    499.00     3.60    499.00     3.00  
  500.00     5.60    500.00     3.50    500.00     3.10  
  501.00     5.50    501.00     3.60    501.00     3.20  
  502.00     5.60    502.00     3.50    502.00     3.10  
  503.00     5.50    503.00     3.60    503.00     3.10  
  504.00     5.50    504.00     3.60    504.00     3.10  
  505.00     5.50    505.00     3.60    505.00     3.10  
  506.00     5.50    506.00     3.60    506.00     3.10  
  507.00     5.50    507.00     3.50    507.00     3.10  
  508.00     5.50    508.00     3.50    508.00     3.10  
  509.00     5.50    509.00     3.60    509.00     3.10  
  510.00     5.60    510.00     3.60    510.00     3.10  
  511.00     5.60    511.00     3.60    511.00     3.10  
  512.00     5.50    512.00     3.60    512.00     3.10  
  513.00     5.60    513.00     3.60    513.00     3.10  
  514.00     5.50    514.00     3.60    514.00     3.10  
  515.00     5.50    515.00     3.60    515.00     3.10  
  516.00     5.60    516.00     3.60    516.00     3.10  
  517.00     5.50    517.00     3.50    517.00     3.10  
  518.00     5.50    518.00     3.60    518.00     3.10  
  519.00     5.60    519.00     3.60    519.00     3.10  
  520.00     5.50    520.00     3.60    520.00     3.10  
  521.00     5.50    521.00     3.60    521.00     3.10  
  522.00     5.50    522.00     3.60    522.00     3.10  
  523.00     5.50    523.00     3.60    523.00     3.10  
  524.00     5.50    524.00     3.60    524.00     3.10  
  525.00     5.50    525.00     3.50    525.00     3.10  
  526.00     5.50    526.00     3.60    526.00     3.10  
  527.00     5.50    527.00     3.60    527.00     3.10  
  528.00     5.60    528.00     3.60    528.00     3.10  
  529.00     5.50    529.00     3.50    529.00     3.10  
