Date : 2022/09/13 (TUE)
Time : 10:30:26
         UnWinder        OutFeeder 1        OutFeeder 2  
     X        Y         X        Y         X        Y    
  360.00     5.90    360.00     4.00    360.00     3.10  
  361.00     5.90    361.00     4.00    361.00     3.10  
  362.00     5.80    362.00     4.00    362.00     3.10  
  363.00     5.80    363.00     4.10    363.00     3.00  
  364.00     5.80    364.00     4.10    364.00     3.10  
  365.00     5.70    365.00     4.00    365.00     3.10  
  366.00     5.70    366.00     3.90    366.00     3.00  
  367.00     5.60    367.00     3.90    367.00     3.00  
  368.00     5.50    368.00     4.00    368.00     3.00  
  369.00     5.50    369.00     3.90    369.00     3.00  
  370.00     5.50    370.00     4.00    370.00     3.00  
  371.00     5.50    371.00     4.00    371.00     3.00  
  372.00     5.50    372.00     4.00    372.00     3.00  
  373.00     5.50    373.00     3.90    373.00     2.90  
  374.00     5.50    374.00     3.80    374.00     2.80  
  375.00     5.50    375.00     3.90    375.00     2.80  
  376.00     5.50    376.00     3.90    376.00     2.80  
  377.00     5.30    377.00     3.80    377.00     2.80  
  378.00     5.40    378.00     3.80    378.00     2.80  
  379.00     5.30    379.00     3.80    379.00     2.80  
  380.00     5.30    380.00     3.80    380.00     2.70  
  381.00     5.30    381.00     3.80    381.00     2.70  
  382.00     5.30    382.00     3.80    382.00     2.70  
  383.00     5.30    383.00     3.60    383.00     2.70  
  384.00     5.30    384.00     3.60    384.00     2.70  
  385.00     5.30    385.00     3.70    385.00     2.70  
  386.00     5.40    386.00     3.70    386.00     2.70  
  387.00     5.40    387.00     3.60    387.00     2.70  
  388.00     5.40    388.00     3.70    388.00     2.70  
  389.00     5.40    389.00     3.70    389.00     2.70  
  390.00     5.50    390.00     3.70    390.00     2.60  
  391.00     5.50    391.00     3.80    391.00     2.60  
  392.00     5.50    392.00     3.60    392.00     2.60  
  393.00     5.50    393.00     3.60    393.00     2.60  
  394.00     5.40    394.00     3.60    394.00     2.60  
  395.00     5.40    395.00     3.70    395.00     2.60  
  396.00     5.30    396.00     3.60    396.00     2.60  
  397.00     5.50    397.00     3.60    397.00     2.60  
  398.00     5.60    398.00     3.70    398.00     2.70  
  399.00     5.60    399.00     3.70    399.00     2.70  
  400.00     5.50    400.00     3.70    400.00     2.70  
  401.00     5.50    401.00     3.70    401.00     2.70  
  402.00     5.50    402.00     3.70    402.00     2.70  
  403.00     5.50    403.00     3.80    403.00     2.70  
  404.00     5.50    404.00     3.70    404.00     2.80  
  405.00     5.40    405.00     3.70    405.00     2.80  
  406.00     5.40    406.00     3.70    406.00     2.80  
  407.00     5.40    407.00     3.60    407.00     2.80  
  408.00     5.40    408.00     3.60    408.00     2.70  
  409.00     5.40    409.00     3.70    409.00     2.70  
  410.00     5.40    410.00     3.70    410.00     2.70  
  411.00     5.30    411.00     3.60    411.00     2.70  
  412.00     5.40    412.00     3.60    412.00     2.60  
  413.00     5.40    413.00     3.70    413.00     2.70  
  414.00     5.40    414.00     3.70    414.00     2.70  
  415.00     5.40    415.00     3.60    415.00     2.70  
  416.00     5.40    416.00     3.70    416.00     2.70  
  417.00     5.40    417.00     3.70    417.00     2.80  
  418.00     5.50    418.00     3.70    418.00     2.80  
  419.00     5.50    419.00     3.60    419.00     2.80  
  420.00     5.50    420.00     3.60    420.00     2.80  
  421.00     5.50    421.00     3.70    421.00     2.80  
  422.00     5.50    422.00     3.70    422.00     2.80  
  423.00     5.50    423.00     3.70    423.00     2.80  
  424.00     5.60    424.00     3.70    424.00     2.80  
  425.00     5.70    425.00     3.60    425.00     2.80  
  426.00     5.70    426.00     3.70    426.00     2.80  
  427.00     5.70    427.00     3.70    427.00     2.80  
  428.00     5.80    428.00     3.60    428.00     2.80  
  429.00     5.80    429.00     3.60    429.00     2.80  
  430.00     5.70    430.00     3.50    430.00     2.70  
  431.00     5.80    431.00     3.60    431.00     2.80  
  432.00     5.80    432.00     3.60    432.00     2.80  
  433.00     5.80    433.00     3.50    433.00     2.80  
  434.00     5.90    434.00     3.70    434.00     2.70  
  435.00     5.80    435.00     3.60    435.00     2.70  
  436.00     5.90    436.00     3.70    436.00     2.80  
  437.00     5.90    437.00     3.70    437.00     2.70  
  438.00     5.90    438.00     3.70    438.00     2.80  
  439.00     5.90    439.00     3.70    439.00     2.70  
  440.00     5.90    440.00     3.60    440.00     2.80  
  441.00     5.90    441.00     3.70    441.00     2.70  
  442.00     5.90    442.00     3.70    442.00     2.70  
  443.00     5.90    443.00     3.60    443.00     2.70  
  444.00     6.00    444.00     3.60    444.00     2.80  
  445.00     6.00    445.00     3.70    445.00     2.70  
  446.00     6.00    446.00     3.70    446.00     2.70  
  447.00     6.00    447.00     3.70    447.00     2.70  
  448.00     5.90    448.00     3.70    448.00     2.70  
  449.00     5.70    449.00     3.70    449.00     2.60  
  450.00     5.90    450.00     3.60    450.00     2.60  
  451.00     5.70    451.00     3.70    451.00     2.60  
  452.00     5.80    452.00     3.60    452.00     2.60  
  453.00     5.70    453.00     3.70    453.00     2.60  
  454.00     5.70    454.00     3.60    454.00     2.60  
  455.00     5.80    455.00     3.70    455.00     2.60  
  456.00     5.80    456.00     3.70    456.00     2.60  
  457.00     5.90    457.00     3.60    457.00     2.60  
  458.00     5.90    458.00     3.60    458.00     2.60  
  459.00     5.90    459.00     3.90    459.00     2.70  
  460.00     6.00    460.00     3.80    460.00     2.60  
  461.00     5.90    461.00     3.60    461.00     2.60  
