Day,Time,Minute,Second,Speed[rpm],Pattern_X [Pixel], Pattern_Y [Pixel], Film_X [Pixel], Film_Y [Pixel],Film_Result_X [mm], Film_Result_Y [mm],Zoom_1st_X [Pixel], Zoom_1st_Y [Pixel], Zoom_Curr_X [Pixel], Zoom_Curr_Y [Pixel],Normal_1st_X [Pixel], Normal_1st_Y [Pixel], Normal_Curr_X [Pixel], Normal_Curr_Y [Pixel],Zoom_Result_X [mm], Zoom_Result_Y [mm], Film_Result_X [mm], Film_Result_Y [mm],FileName
13,17,23,17,0.0,199.106,285.185,416.304,534.920,-0.010,-1.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,18,0.0,194.549,347.172,416.659,530.703,0.012,-0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,18,0.0,196.387,396.301,418.625,536.345,0.013,-0.776,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,19,0.0,199.371,429.470,419.987,540.235,0.003,-0.636,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,19,0.0,200.725,459.698,420.238,546.500,0.000,-0.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,20,0.0,200.998,476.022,420.309,544.198,0.000,-0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,20,0.0,200.248,485.955,418.870,544.270,-0.006,-0.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,21,0.0,199.595,493.576,415.955,546.449,-0.017,-0.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,21,0.0,197.260,495.777,414.928,543.842,-0.011,-0.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,22,0.0,193.943,492.752,414.729,540.238,0.005,-0.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,23,0.0,194.347,494.491,416.545,545.799,0.013,-0.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,23,0.0,197.223,495.106,417.716,550.844,0.004,-0.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,24,0.0,198.773,496.456,418.651,551.069,0.000,-0.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,24,0.0,199.778,512.960,418.257,558.999,-0.004,-0.322,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,25,0.0,198.853,509.128,416.821,552.417,-0.009,-0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,25,0.0,196.005,507.218,413.485,546.001,-0.010,-0.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,26,0.0,193.824,505.905,410.087,543.047,-0.014,-0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
